time,totalcity_aw,totalcity_bk,totalcity_harv,totalcity_mcd,totalcity_wend,lagtotalcity_aw,lagtotalcity_bk,lagtotalcity_harv,lagtotalcity_mcd,lagtotalcity_wend,totalcity_population,totalcity_income,totalcity_value,change_aw,change_bk,change_harv,change_mcd,change_wend,cityid,timeindex,lagtotalcity2_aw,lagtotalcity2_bk,lagtotalcity2_harv,lagtotalcity2_mcd,lagtotalcity2_wend,lagtotal_aw,lagtotal_bk,lagtotal_harv,lagtotal_mcd,lagtotal_wend,lagtotal2_aw,lagtotal2_bk,lagtotal2_harv,lagtotal2_mcd,lagtotal2_wend
1991,1,2,0,2,2,1,2,0,2,2,21.88856,51.98257,0.2907422,0,0,0,0,0,4,22,1,4,0,4,4,162,108,108,391,82,26244,11664,11664,152881,6724
1991,6,0,2,6,1,5,0,2,5,1,52.49368,138.2503,0.59461,1,0,0,1,0,29,22,25,0,4,25,1,158,110,106,388,83,24964,12100,11236,150544,6889
1991,4,3,2,3,2,4,3,2,3,1,32.35843,79.93065,0.1842061,0,0,0,0,1,25,22,16,9,4,9,1,159,107,106,390,83,25281,11449,11236,152100,6889
1991,6,2,1,4,1,6,2,1,4,1,31.00095,100.0569,0.2879665,0,0,0,0,0,24,22,36,4,1,16,1,157,108,107,389,83,24649,11664,11449,151321,6889
1992,1,0,0,4,1,1,0,0,4,1,18.97215,71.5719,0.265396,0,0,0,0,0,10,23,1,0,0,16,1,188,113,117,410,85,35344,12769,13689,168100,7225
1992,15,2,7,18,8,16,3,6,17,7,174.1264,511.0325,2.357747,-1,-1,1,1,1,5,23,256,9,36,289,49,173,110,111,397,79,29929,12100,12321,157609,6241
1992,3,0,0,3,1,2,0,0,3,1,2.743463,5.3795,0.0161952,1,0,0,0,0,1,23,4,0,0,9,1,187,113,117,411,85,34969,12769,13689,168921,7225
1992,2,1,1,3,1,2,1,1,2,1,3.118265,6.972836,0.0461585,0,0,0,1,0,19,23,4,1,1,4,1,187,112,116,412,85,34969,12544,13456,169744,7225
1992,3,2,1,5,1,3,2,1,5,1,3.858073,10.06269,0.0494039,0,0,0,0,0,11,23,9,4,1,25,1,186,111,116,409,85,34596,12321,13456,167281,7225
1992,10,3,0,5,2,10,3,0,5,2,5.809114,10.39001,0.0244299,0,0,0,0,0,23,23,100,9,0,25,4,179,110,117,409,84,32041,12100,13689,167281,7056
1992,0,1,3,3,0,0,1,2,3,0,3.955074,9.192033,0.0549578,0,0,1,0,0,17,23,0,1,4,9,0,189,112,115,411,86,35721,12544,13225,168921,7396
1992,7,17,11,60,6,5,19,8,59,6,66.3571,185.0964,1.243333,2,-2,3,1,0,15,23,25,361,64,3481,36,184,94,109,355,80,33856,8836,11881,126025,6400
1992,4,4,4,9,6,4,4,4,8,6,9.507473,23.71087,0.0993407,0,0,0,1,0,13,23,16,16,16,64,36,185,109,113,406,80,34225,11881,12769,164836,6400
1992,4,2,2,4,1,4,2,2,4,1,2.95203,9.898767,0.0208683,0,0,0,0,0,14,23,16,4,4,16,1,185,111,115,410,85,34225,12321,13225,168100,7225
1992,6,2,1,4,1,6,2,1,4,1,4.128026,13.40472,0.0384782,0,0,0,0,0,24,23,36,4,1,16,1,183,111,116,410,85,33489,12321,13456,168100,7225
1992,1,2,5,3,3,1,4,5,3,3,8.44917,21.16808,0.1573174,0,-2,0,0,0,3,23,1,16,25,9,9,188,109,112,411,83,35344,11881,12544,168921,6889
1992,8,5,4,18,3,7,5,4,18,3,20.90423,75.3003,0.3533334,1,0,0,0,0,18,23,49,25,16,324,9,182,108,113,396,83,33124,11664,12769,156816,6889
1992,2,5,3,9,4,2,5,3,8,4,9.595528,24.79682,0.1350234,0,0,0,1,0,16,23,4,25,9,64,16,187,108,114,406,82,34969,11664,12996,164836,6724
1992,6,8,36,100,4,7,7,37,100,4,80.04974,289.1045,2.316667,-1,1,-1,0,0,27,23,49,49,1369,10000,16,182,106,80,314,82,33124,11236,6400,98596,6724
1992,5,4,4,6,3,5,4,4,6,3,7.44455,24.01176,0.1450086,0,0,0,0,0,12,23,25,16,16,36,9,184,109,113,408,83,33856,11881,12769,166464,6889
1992,11,9,2,22,6,12,9,2,20,6,19.57619,45.50006,0.1551129,-1,0,0,2,0,31,23,144,81,4,400,36,177,104,115,394,80,31329,10816,13225,155236,6400
1992,6,0,2,6,1,6,0,2,6,1,7.077743,18.85126,0.0832741,0,0,0,0,0,29,23,36,0,4,36,1,183,113,115,408,85,33489,12769,13225,166464,7225
1992,33,12,0,54,11,35,12,0,52,10,43.61943,142.6906,0.6433333,-2,0,0,2,1,28,23,1225,144,0,2704,100,154,101,117,362,76,23716,10201,13689,131044,5776
1992,12,2,6,8,2,12,2,6,8,2,7.473057,26.10612,0.1008589,0,0,0,0,0,8,23,144,4,36,64,4,177,111,111,406,84,31329,12321,12321,164836,7056
1992,19,1,7,27,8,20,1,7,27,8,27.66491,95.2439,0.3109801,-1,0,0,0,0,6,23,400,1,49,729,64,169,112,110,387,78,28561,12544,12100,149769,6084
1992,0,2,1,3,0,0,2,1,3,0,2.491684,5.562223,0.009323,0,0,0,0,0,26,23,0,4,1,9,0,189,111,116,411,86,35721,12321,13456,168921,7396
1992,2,1,2,3,1,2,1,2,3,1,3.242205,6.04434,0.0425959,0,0,0,0,0,2,23,4,1,4,9,1,187,112,115,411,85,34969,12544,13225,168921,7225
1992,1,2,0,2,2,1,2,0,2,2,2.943552,7.032097,0.038038,0,0,0,0,0,4,23,1,4,0,4,4,188,111,117,412,84,35344,12321,13689,169744,7056
1992,2,2,1,4,0,2,2,1,4,0,2.921661,9.558693,0.0274734,0,0,0,0,0,22,23,4,4,1,16,0,187,111,116,410,86,34969,12321,13456,168100,7396
1992,3,3,2,3,2,4,3,2,3,2,4.318217,10.74939,0.0248137,-1,0,0,0,0,25,23,16,9,4,9,4,185,110,115,411,84,34225,12100,13225,168921,7056
1992,1,4,2,6,3,1,4,2,6,3,5.65883,18.39759,0.0625422,0,0,0,0,0,30,23,1,16,4,36,9,188,109,115,408,83,35344,11881,13225,166464,6889
1992,2,3,8,14,4,2,3,8,14,4,12.41144,33.8266,0.2316759,0,0,0,0,0,9,23,4,9,64,196,16,187,110,109,400,82,34969,12100,11881,160000,6724
1992,7,3,0,5,1,8,3,0,5,1,5.667053,15.72744,0.0331618,-1,0,0,0,0,21,23,64,9,0,25,1,181,110,117,409,85,32761,12100,13689,167281,7225
1992,8,4,5,10,1,7,4,5,10,1,16.6897,52.1095,0.1451115,1,0,0,0,0,20,23,49,16,25,100,1,182,109,112,404,85,33124,11881,12544,163216,7225
1992,2,2,1,2,1,2,3,1,2,1,2.86021,6.36362,0.0427875,0,-1,0,0,0,7,23,4,9,1,4,1,187,110,116,412,85,34969,12100,13456,169744,7225
1993,5,4,4,7,4,5,4,4,6,3,7.53289,24.28522,0.1409061,0,0,0,1,1,12,24,25,16,16,36,9,181,104,117,417,85,32761,10816,13689,173889,7225
1993,1,0,0,3,0,3,0,0,3,1,2.280011,3.627624,0.0122182,-2,0,0,0,-1,1,24,9,0,0,9,1,183,108,121,420,87,33489,11664,14641,176400,7569
1993,18,1,7,30,9,19,1,7,27,8,27.70619,95.66407,0.3137626,-1,0,0,3,1,6,24,361,1,49,729,64,167,107,114,396,80,27889,11449,12996,156816,6400
1993,7,0,1,6,1,6,0,2,6,1,7.162,19.28034,0.0874976,1,0,-1,0,0,29,24,36,0,4,36,1,180,108,119,417,87,32400,11664,14161,173889,7569
1993,4,2,2,4,1,4,2,2,4,1,2.99432,10.0185,0.021325,0,0,0,0,0,14,24,16,4,4,16,1,182,106,119,419,87,33124,11236,14161,175561,7569
1993,1,4,2,6,3,1,4,2,6,3,5.736347,18.89143,0.063112,0,0,0,0,0,30,24,1,16,4,36,9,185,104,119,417,85,34225,10816,14161,173889,7225
1993,7,3,0,5,1,7,3,0,5,1,5.682734,15.89276,0.033709,0,0,0,0,0,21,24,49,9,0,25,1,179,105,121,418,87,32041,11025,14641,174724,7569
1993,6,2,1,5,2,6,2,1,4,1,15.47311,50.51139,0.1446106,0,0,0,1,1,24,24,36,4,1,16,1,180,106,120,419,87,32400,11236,14400,175561,7569
1993,12,9,2,23,7,11,9,2,22,6,73.12983,172.721,0.5792068,1,0,0,1,1,31,24,121,81,4,484,36,175,99,119,401,82,30625,9801,14161,160801,6724
1993,4,4,4,9,6,4,4,4,9,6,35.98949,90.14192,0.3683876,0,0,0,0,0,13,24,16,16,16,81,36,182,104,117,414,82,33124,10816,13689,171396,6724
1993,1,2,5,3,3,1,2,5,3,3,32.35463,79.52825,0.5687822,0,0,0,0,0,3,24,1,4,25,9,9,185,106,116,420,85,34225,11236,13456,176400,7225
1993,3,3,3,4,2,3,3,2,3,2,16.20904,40.68277,0.0940777,0,0,1,1,0,25,24,9,9,4,9,4,183,105,119,420,86,33489,11025,14161,176400,7396
1993,38,12,0,57,13,33,12,0,54,11,166.9144,546.8608,2.525,5,0,0,3,2,28,24,1089,144,0,2916,121,153,96,121,369,77,23409,9216,14641,136161,5929
1993,6,8,37,112,3,6,8,36,100,4,304.4846,1079.902,8.3875,0,0,1,12,-1,27,24,36,64,1296,10000,16,180,100,85,323,84,32400,10000,7225,104329,7056
1993,3,0,0,4,1,1,0,0,4,1,9.602293,36.04222,0.1381899,2,0,0,0,0,10,24,1,0,0,16,1,185,108,121,419,87,34225,11664,14641,175561,7569
1993,4,5,3,9,5,2,5,3,9,4,36.26856,94.14377,0.4941573,2,0,0,0,1,16,24,4,25,9,81,16,184,103,118,414,84,33856,10609,13924,171396,7056
1993,1,2,1,4,0,0,2,1,3,0,9.359343,21.01756,0.0359072,1,0,0,1,0,26,24,0,4,1,9,0,186,106,120,420,88,34596,11236,14400,176400,7744
1993,17,2,7,19,9,15,2,7,18,8,88.4121,258.8425,1.187573,2,0,0,1,1,5,24,225,4,49,324,64,171,106,114,405,80,29241,11236,12996,164025,6400
1993,9,5,4,18,3,8,5,4,18,3,78.65302,284.3625,1.3125,1,0,0,0,0,18,24,64,25,16,324,9,178,103,117,405,85,31684,10609,13689,164025,7225
1993,2,2,2,3,1,2,1,2,3,1,12.61891,22.80136,0.1539285,0,1,0,0,0,2,24,4,1,4,9,1,184,107,119,420,87,33856,11449,14161,176400,7569
1993,2,3,9,15,4,2,3,8,14,4,46.77664,128.519,0.8422508,0,0,1,1,0,9,24,4,9,64,196,16,184,105,113,409,84,33856,11025,12769,167281,7056
1993,1,2,0,2,2,1,2,0,2,2,11.13351,26.75607,0.1399707,0,0,0,0,0,4,24,1,4,0,4,4,185,106,121,421,86,34225,11236,14641,177241,7396
1993,0,1,3,3,0,0,1,3,3,0,15.07634,34.64591,0.1995468,0,0,0,0,0,17,24,0,1,9,9,0,186,107,118,420,88,34596,11449,13924,176400,7744
1993,7,4,5,10,1,8,4,5,10,1,63.02504,197.7616,0.5470186,-1,0,0,0,0,20,24,64,16,25,100,1,178,104,116,413,87,31684,10816,13456,170569,7569
1993,2,1,1,4,1,2,1,1,3,1,11.76557,26.49639,0.1674823,0,0,0,1,0,19,24,4,1,1,9,1,184,107,120,420,87,33856,11449,14400,176400,7569
1993,2,2,1,2,1,2,2,1,2,1,10.85774,24.08088,0.155434,0,0,0,0,0,7,24,4,4,1,4,1,184,106,120,421,87,33856,11236,14400,177241,7569
1993,8,17,15,60,6,7,17,11,60,6,249.318,696.8024,4.575,1,0,4,0,0,15,24,49,289,121,3600,36,179,91,110,363,82,32041,8281,12100,131769,6724
1993,12,3,0,5,2,10,3,0,5,2,21.97086,39.58191,0.0937799,2,0,0,0,0,23,24,100,9,0,25,4,176,105,121,418,86,30976,11025,14641,174724,7396
1993,10,2,6,8,2,12,2,6,8,2,27.78059,98.48835,0.379667,-2,0,0,0,0,8,24,144,4,36,64,4,174,106,115,415,86,30276,11236,13225,172225,7396
1993,3,2,1,5,1,3,2,1,5,1,14.66169,38.0651,0.1821608,0,0,0,0,0,11,24,9,4,1,25,1,183,106,120,418,87,33489,11236,14400,174724,7569
1993,2,2,1,4,0,2,2,1,4,0,10.95024,36.06488,0.1045288,0,0,0,0,0,22,24,4,4,1,16,0,184,106,120,419,88,33856,11236,14400,175561,7744
1994,2,2,2,4,1,2,2,2,3,1,13.10567,22.93789,0.148334,0,0,0,1,0,2,25,4,4,4,9,1,196,107,125,446,93,38416,11449,15625,198916,8649
1994,8,19,17,63,6,8,17,15,60,6,249.8971,699.623,4.5,0,2,2,3,0,15,25,64,289,225,3600,36,190,92,112,389,88,36100,8464,12544,151321,7744
1994,18,1,6,30,9,18,1,7,30,9,104.1174,360.3798,1.18734,0,0,-1,0,0,6,25,324,1,49,900,81,180,108,120,419,85,32400,11664,14400,175561,7225
1994,13,9,2,25,7,12,9,2,23,7,72.89054,174.8686,0.5767853,1,0,0,2,0,31,25,144,81,4,529,49,186,100,125,426,87,34596,10000,15625,181476,7569
1994,4,0,0,4,1,3,0,0,4,1,9.740034,36.30465,0.1439406,1,0,0,0,0,10,25,9,0,0,16,1,195,109,127,445,93,38025,11881,16129,198025,8649
1994,7,3,0,5,1,7,3,0,5,1,21.3659,60.22986,0.1285277,0,0,0,0,0,21,25,49,9,0,25,1,191,106,127,444,93,36481,11236,16129,197136,8649
1994,2,1,0,0,1,1,0,0,3,0,1.800226,13.6041,0.0441097,1,1,0,-3,1,1,25,1,0,0,9,0,197,109,127,446,94,38809,11881,16129,198916,8836
1994,6,2,1,5,2,6,2,1,5,2,15.47949,50.75954,0.1449353,0,0,0,0,0,24,25,36,4,1,25,4,192,107,126,444,92,36864,11449,15876,197136,8464
1994,17,2,7,20,9,17,2,7,19,9,89.862,262.2531,1.196444,0,0,0,1,0,5,25,289,4,49,361,81,181,107,120,430,85,32761,11449,14400,184900,7225
1994,2,1,1,4,1,2,1,1,4,1,11.83869,26.85507,0.1620579,0,0,0,0,0,19,25,4,1,1,16,1,196,108,126,445,93,38416,11664,15876,198025,8649
1994,2,2,1,4,0,2,2,1,4,0,10.94813,36.29159,0.1060708,0,0,0,0,0,22,25,4,4,1,16,0,196,107,126,445,94,38416,11449,15876,198025,8836
1994,1,2,0,3,2,1,2,0,2,2,11.22985,27.14856,0.137354,0,0,0,1,0,4,25,1,4,0,4,4,197,107,127,447,92,38809,11449,16129,199809,8464
1994,2,2,1,3,1,2,2,1,2,1,14.65581,32.4005,0.200765,0,0,0,1,0,7,25,4,4,1,4,1,196,107,126,447,93,38416,11449,15876,199809,8649
1994,0,2,4,9,1,0,1,3,3,0,25.5023,56.81439,0.3076292,0,1,1,6,1,17,25,0,1,9,9,0,198,108,124,446,94,39204,11664,15376,198916,8836
1994,12,3,0,7,2,12,3,0,5,2,29.54675,53.61818,0.128012,0,0,0,2,0,23,25,144,9,0,25,4,186,106,127,444,92,34596,11236,16129,197136,8464
1994,3,3,3,4,2,3,3,3,4,2,21.63527,54.78122,0.1269286,0,0,0,0,0,25,25,9,9,9,16,4,195,106,124,445,92,38025,11236,15376,198025,8464
1994,5,4,6,7,4,5,4,4,7,4,38.11705,122.8148,0.6846348,0,0,2,0,0,12,25,25,16,16,49,16,193,105,123,442,90,37249,11025,15129,195364,8100
1994,5,7,35,106,2,6,8,37,112,3,406.8727,1424.447,10.73333,-1,-1,-2,-6,-1,27,25,36,64,1369,12544,9,192,101,90,337,91,36864,10201,8100,113569,8281
1994,1,2,5,3,3,1,2,5,3,3,44.06501,106.2448,0.7312573,0,0,0,0,0,3,25,1,4,25,9,9,197,107,122,446,91,38809,11449,14884,198916,8281
1994,36,12,0,63,12,38,12,0,57,13,234.0453,736.3632,3.516667,-2,0,0,6,-1,28,25,1444,144,0,3249,169,160,97,127,392,81,25600,9409,16129,153664,6561
1994,7,0,1,6,1,7,0,1,6,1,36.26013,98.60497,0.459827,0,0,0,0,0,29,25,49,0,1,36,1,191,109,126,443,93,36481,11881,15876,196249,8649
1994,2,2,9,15,4,2,3,9,15,4,62.70336,173.6258,1.088791,0,-1,0,0,0,9,25,4,9,81,225,16,196,106,118,434,90,38416,11236,13924,188356,8100
1994,1,4,2,6,3,1,4,2,6,3,29.08205,96.99767,0.3186297,0,0,0,0,0,30,25,1,16,4,36,9,197,105,125,443,91,38809,11025,15625,196249,8281
1994,9,5,5,19,3,9,5,4,18,3,105.3844,381.8388,1.733333,0,0,1,1,0,18,25,81,25,16,324,9,189,104,123,431,91,35721,10816,15129,185761,8281
1994,7,4,6,11,1,7,4,5,10,1,84.64124,266.8716,0.7332393,0,0,1,1,0,20,25,49,16,25,100,1,191,105,122,439,93,36481,11025,14884,192721,8649
1994,4,4,4,12,6,4,4,4,9,6,48.45082,121.8625,0.4857461,0,0,0,3,0,13,25,16,16,16,81,36,194,105,123,440,88,37636,11025,15129,193600,7744
1994,4,2,2,4,2,4,2,2,4,1,15.18866,50.70251,0.1089681,0,0,0,0,1,14,25,16,4,4,16,1,194,107,125,445,93,37636,11449,15625,198025,8649
1994,1,2,1,4,0,1,2,1,4,0,12.50038,28.23792,0.0491716,0,0,0,0,0,26,25,1,4,1,16,0,197,107,126,445,94,38809,11449,15876,198025,8836
1994,4,5,4,9,5,4,5,3,9,5,48.75205,127.0917,0.6430507,0,0,1,0,0,16,25,16,25,9,81,25,194,104,124,440,89,37636,10816,15376,193600,7921
1994,3,2,1,5,1,3,2,1,5,1,19.81308,51.1984,0.2388522,0,0,0,0,0,11,25,9,4,1,25,1,195,107,126,444,93,38025,11449,15876,197136,8649
1994,11,2,7,8,2,10,2,6,8,2,36.73288,132.1151,0.508212,1,0,1,0,0,8,25,100,4,36,64,4,188,107,121,441,92,35344,11449,14641,194481,8464
1995,5,0,0,5,1,4,0,0,4,1,13.20322,48.7645,0.1999513,1,0,0,1,0,10,26,16,0,0,16,1,195,111,133,464,94,38025,12321,17689,215296,8836
1995,15,9,1,29,7,13,9,2,25,7,96.92122,236.0928,0.7658778,2,0,-1,4,0,31,26,169,81,4,625,49,186,102,131,443,88,34596,10404,17161,196249,7744
1995,4,2,2,4,3,4,2,2,4,2,15.41155,51.32415,0.1113728,0,0,0,0,1,14,26,16,4,4,16,4,195,109,131,464,93,38025,11881,17161,215296,8649
1995,2,2,9,20,4,2,2,9,15,4,63.0618,175.9355,1.05571,0,0,0,5,0,9,26,4,4,81,225,16,197,109,124,453,91,38809,11881,15376,205209,8281
1995,18,1,6,30,9,18,1,6,30,9,139.2077,482.7785,1.59783,0,0,0,0,0,6,26,324,1,36,900,81,181,110,127,438,86,32761,12100,16129,191844,7396
1995,4,6,4,12,5,4,5,4,9,5,49.16005,128.6848,0.6276288,0,1,0,3,0,16,26,16,25,16,81,25,195,106,129,459,90,38025,11236,16641,210681,8100
1995,12,3,0,8,2,12,3,0,7,2,29.80243,54.47733,0.1310683,0,0,0,1,0,23,26,144,9,0,49,4,187,108,133,461,93,34969,11664,17689,212521,8649
1995,39,13,0,60,12,36,12,0,63,12,225.9835,733.9153,3.633333,3,1,0,-3,0,28,26,1296,144,0,3969,144,163,99,133,405,83,26569,9801,17689,164025,6889
1995,5,4,6,7,4,5,4,6,7,4,38.58085,124.2253,0.6653362,0,0,0,0,0,12,26,25,16,36,49,16,194,107,127,461,91,37636,11449,16129,212521,8281
1995,2,1,1,5,1,2,1,1,4,1,15.88379,36.29943,0.2090863,0,0,0,1,0,19,26,4,1,1,16,1,197,110,132,464,94,38809,12100,17424,215296,8836
1995,2,2,6,3,3,1,2,5,3,3,45.01745,106.462,0.705185,1,0,1,0,0,3,26,1,4,25,9,9,198,109,128,465,92,39204,11881,16384,216225,8464
1995,7,3,0,5,1,7,3,0,5,1,28.57267,81.16544,0.1742888,0,0,0,0,0,21,26,49,9,0,25,1,192,108,133,463,94,36864,11664,17689,214369,8836
1995,2,2,2,5,2,2,2,2,4,1,18.16047,30.76782,0.1905913,0,0,0,1,1,2,26,4,4,4,16,1,197,109,131,464,94,38809,11881,17161,215296,8836
1995,1,2,1,5,0,1,2,1,4,0,12.52218,28.45463,0.050502,0,0,0,1,0,26,26,1,4,1,16,0,198,109,132,464,95,39204,11881,17424,215296,9025
1995,2,2,1,4,1,2,2,1,4,0,14.59994,48.70057,0.1435361,0,0,0,0,1,22,26,4,4,1,16,0,197,109,132,464,95,38809,11881,17424,215296,9025
1995,4,4,4,12,6,4,4,4,12,6,48.93211,123.5754,0.4803907,0,0,0,0,0,13,26,16,16,16,144,36,195,107,129,456,89,38025,11449,16641,207936,7921
1995,3,1,0,5,1,2,1,0,0,1,13.33348,28.09345,0.0956916,1,0,0,5,0,1,26,4,1,0,0,1,197,110,133,468,94,38809,12100,17689,219024,8836
1995,9,5,5,19,3,9,5,5,19,3,106.0491,384.5687,1.716667,0,0,0,0,0,18,26,81,25,25,361,9,190,106,128,449,92,36100,11236,16384,201601,8464
1995,2,2,1,3,1,2,2,1,3,1,14.83757,32.69613,0.1944897,0,0,0,0,0,7,26,4,4,1,9,1,197,109,132,465,94,38809,11881,17424,216225,8836
1995,3,2,1,7,1,3,2,1,5,1,20.08305,51.64832,0.2349297,0,0,0,2,0,11,26,9,4,1,25,1,196,109,132,463,94,38416,11881,17424,214369,8836
1995,7,0,1,6,1,7,0,1,6,1,36.73962,100.868,0.4834611,0,0,0,0,0,29,26,49,0,1,36,1,192,111,132,462,94,36864,12321,17424,213444,8836
1995,7,4,6,12,1,7,4,6,11,1,85.27287,270.1173,0.7372017,0,0,0,1,0,20,26,49,16,36,121,1,192,107,127,457,94,36864,11449,16129,208849,8836
1995,1,2,0,3,2,1,2,0,3,2,15.10316,36.7306,0.1797218,0,0,0,0,0,4,26,1,4,0,9,4,198,109,133,465,93,39204,11881,17689,216225,8649
1995,3,3,3,5,2,3,3,3,4,2,21.66092,55.36378,0.1285681,0,0,0,1,0,25,26,9,9,9,16,4,196,108,130,464,93,38416,11664,16900,215296,8649
1995,5,7,35,106,2,5,7,35,106,2,413.0093,1419.985,10.35,0,0,0,0,0,27,26,25,49,1225,11236,4,194,104,98,362,93,37636,10816,9604,131044,8649
1995,8,19,17,63,6,8,19,17,63,6,334.1008,936.7653,5.883334,0,0,0,0,0,15,26,64,361,289,3969,36,191,92,116,405,89,36481,8464,13456,164025,7921
1995,11,2,9,9,2,11,2,7,8,2,36.44117,132.9225,0.5102624,0,0,2,1,0,8,26,121,4,49,64,4,188,109,126,460,93,35344,11881,15876,211600,8649
1995,1,2,4,9,1,0,2,4,9,1,25.89347,57.08675,0.2979957,1,0,0,0,0,17,26,0,4,16,81,1,199,109,129,459,94,39601,11881,16641,210681,8836
1995,21,2,7,25,9,17,2,7,20,9,121.8961,354.3344,1.607318,4,0,0,5,0,5,26,289,4,49,400,81,182,109,126,448,86,33124,11881,15876,200704,7396
1995,6,2,1,5,2,6,2,1,5,2,20.66563,68.01628,0.1936897,0,0,0,0,0,24,26,36,4,1,25,4,193,109,132,463,93,37249,11881,17424,214369,8649
1995,1,5,2,8,3,1,4,2,6,3,29.49582,99.61181,0.3219216,0,1,0,2,0,30,26,1,16,4,36,9,198,107,131,462,92,39204,11449,17161,213444,8464
1996,6,2,1,6,2,6,2,1,5,2,23.0147,42.12083,0.1678213,0,0,0,1,0,24,27,36,4,1,25,4,206,112,134,494,96,42436,12544,17956,244036,9216
1996,1,5,3,8,3,1,5,2,8,3,32.27903,82.10435,0.3164192,0,0,1,0,0,30,27,1,25,4,64,9,211,109,133,491,95,44521,11881,17689,241081,9025
1996,7,0,1,7,1,7,0,1,6,1,43.95875,88.21294,0.8920657,0,0,0,1,0,29,27,49,0,1,36,1,205,114,134,493,97,42025,12996,17956,243049,9409
1996,5,0,0,5,2,5,0,0,5,1,19.85413,34.91033,0.2951237,0,0,0,0,1,10,27,25,0,0,25,1,207,114,135,494,97,42849,12996,18225,244036,9409
1996,2,2,1,7,1,3,2,1,7,1,23.00443,33.80335,0.1838458,-1,0,0,0,0,11,27,9,4,1,49,1,209,112,134,492,97,43681,12544,17956,242064,9409
1996,2,2,1,3,1,2,2,1,3,1,15.10046,20.89558,0.1078944,0,0,0,0,0,7,27,4,4,1,9,1,210,112,134,496,97,44100,12544,17956,246016,9409
1996,1,1,4,4,0,1,2,4,9,1,24.20313,30.23102,0.1473013,0,-1,0,-5,-1,17,27,1,4,16,81,1,211,112,131,490,97,44521,12544,17161,240100,9409
1996,8,3,0,8,1,7,3,0,5,1,30.53477,56.81055,0.1553618,1,0,0,3,0,21,27,49,9,0,25,1,205,111,135,494,97,42025,12321,18225,244036,9409
1996,3,3,3,5,2,3,3,3,5,2,25.91358,41.33223,0.19171,0,0,0,0,0,25,27,9,9,9,25,4,209,111,132,494,96,43681,12321,17424,244036,9216
1996,42,14,1,70,13,39,13,0,60,12,264.3942,558.4368,7.316667,3,1,1,10,1,28,27,1521,169,0,3600,144,173,101,135,439,86,29929,10201,18225,192721,7396
1996,2,2,9,20,4,2,2,9,20,4,64.57565,131.046,0.705653,0,0,0,0,0,9,27,4,4,81,400,16,210,112,126,479,94,44100,12544,15876,229441,8836
1996,14,9,1,32,7,15,9,1,29,7,96.26347,157.7719,0.7357008,-1,0,0,3,0,31,27,225,81,1,841,49,197,105,134,470,91,38809,11025,17956,220900,8281
1996,1,1,0,5,0,3,1,0,5,1,9.60536,17.4651,0.1219964,-2,0,0,0,-1,1,27,9,1,0,25,1,209,113,135,494,97,43681,12769,18225,244036,9409
1996,2,2,1,5,2,2,2,1,4,1,19.8352,34.0242,0.1481567,0,0,0,1,1,22,27,4,4,1,16,1,210,112,134,495,97,44100,12544,17956,245025,9409
1996,1,1,1,6,1,2,1,1,5,1,17.08523,27.7398,0.1346351,-1,0,0,1,0,19,27,4,1,1,25,1,210,113,134,494,97,44100,12769,17956,244036,9409
1996,5,11,39,112,3,5,7,35,106,2,448.9985,717.2522,5.35,0,4,4,6,1,27,27,25,49,1225,11236,4,207,107,100,393,96,42849,11449,10000,154449,9216
1996,5,4,6,9,4,5,4,6,7,4,39.19438,84.86937,0.4068147,0,0,0,2,0,12,27,25,16,36,49,16,207,110,129,492,94,42849,12100,16641,242064,8836
1996,19,0,7,37,10,18,1,6,30,9,126.5193,300.738,1.466568,1,-1,1,7,1,6,27,324,1,36,900,81,194,113,129,469,89,37636,12769,16641,219961,7921
1996,4,2,2,8,3,4,2,2,4,3,21.37543,42.92313,0.1314679,0,0,0,4,0,14,27,16,4,4,16,9,208,112,133,495,95,43264,12544,17689,245025,9025
1996,4,7,5,15,6,4,4,4,12,6,52.223,86.92434,0.4249873,0,3,1,3,0,13,27,16,16,16,144,36,208,110,131,487,92,43264,12100,17161,237169,8464
1996,1,2,0,3,3,1,2,0,3,2,15.87873,25.69895,0.1274519,0,0,0,0,1,4,27,1,4,0,9,4,211,112,135,496,96,44521,12544,18225,246016,9216
1996,4,6,6,13,7,4,6,4,12,5,53.70015,90.29223,0.4236693,0,0,2,1,2,16,27,16,36,16,144,25,208,108,131,487,93,43264,11664,17161,237169,8649
1996,22,3,7,27,11,21,2,7,25,9,102.6148,193.5826,0.9186283,1,1,0,2,2,5,27,441,4,49,625,81,191,112,128,474,89,36481,12544,16384,224676,7921
1996,2,2,2,5,2,2,2,2,5,2,18.4488,17.0313,0.0927783,0,0,0,0,0,2,27,4,4,4,25,4,210,112,133,494,96,44100,12544,17689,244036,9216
1996,3,2,1,5,0,1,2,1,5,0,12.17373,16.83564,0.0679219,2,0,0,0,0,26,27,1,4,1,25,0,211,112,134,494,98,44521,12544,17956,244036,9604
1996,9,6,6,13,1,7,4,6,12,1,77.07066,165.5493,0.6512905,2,2,0,1,0,20,27,49,16,36,144,1,205,110,129,487,97,42025,12100,16641,237169,9409
1996,12,3,0,8,2,12,3,0,8,2,27.95253,33.31615,0.0885208,0,0,0,0,0,23,27,144,9,0,64,4,200,111,135,491,96,40000,12321,18225,241081,9216
